,Unnamed: 0,comment
251,251,"Masya Allah, Berkah untuk Om Indro, Bang Boneng dan Mas Dedy.

Obrolan yang sangat bermanfaat, sarat dengan nasihat dan pelajaran kehidupan sangat natural.

Semangat terus untuk menularkan kebaikan dan kebajikan dalam era digital dan serba instan.

Salut …!!!"
252,252,"Sudah lama gak muncul Om Boneng kirain sudah 🙏 tiada .
Semoga panjang umur dan sehat selalu buat semuanya."
253,253,Indro masih idupkah
254,254,"bener seniman jangan terpaku sama duit, jadi inget kasusnya Basquiat"
255,255,"Kalau bicara seniman, melekat kental pada pak diding . Semoga pak diding selalu dalam lindungan allah swt, amin ."
256,256,"Respect sama idola saya, pak diding... idola saya banget ."
257,257,Mahal ini ilmu semua .
258,258,Beda kolam beda aernya beda beda masa beda orangnya.. setiap masa ada orangnya setiap orang ada masanya.. jangan gak perlu heran
259,259,masih inget om boneng jadi kepala satpam wkwk
260,260,Nilai moral podcast ini : Ikhlas bersyukur dan terus berusaha meski tidak memenuhi keinginan..
261,261,Sehat2 terus ya om boneng dan om Indro.. Karya kalian itu best mantap.. Karya warkop adalah karya legend bagi anak 90an
262,262,Legenda hiburan
263,263,"podcast om Dedy gila sih gak ada lawan , 
beda dengan podcast podcast yang lain yg gatau arah tujuan nya ,"
264,264,Pernah ketemu om Boneng digedung juang 45 Tambun Bekasi..salam semoga sehat selalu..yg lahir th 70an pasti mengidolakan film warkop
265,265,"Keren banget,trima kasih om Indro warkop dan om boneng udah menghibur aku waktu masih kecil. Film2 komedi jaman dulu emang the best and top markotop.sehat selalu om berdua.GBU"
266,266,Seniman yang sejati banget om Boneng dan om Indro dari situ saya membaca kebaikan Tuhan dalam membagi rizky darimana pun dan walau hidupnya kadang ada kadang enggak tetap berempati dan berbagi sama yg lebih susah lagi..Masya Allah..
267,267,yang paling saya inget film bang boneng sama warkop itu ....yg  training sekurity  dan bang boneng punya kembarannya yg sakit jiwa...dan bang boneng nyamar jadi trinner skuritynya ..itu lucu bangat dahhhhh...makasih ya bang boneng dan warkop yg udah menghibur bangat di masa kecil saya dulu.....
268,268,Sang legend para pelawak yg menghibur masa kecilq❤❤❤❤
269,269,SAYA IKHLAS BANGET DAN MEMANG KALIAN PANUTAN DARI KECIL
270,270,"aku sangat menikmati konten ini , banyak pembelajaran yang baik dan aku bahagia menyimaknya , Terimakasih Om Deddy ."
271,271,Terima kasih om Dedi sudah mengundang legenda komedi indonesia om Boneng dan om Indro dan semoga semuanya di berikan kesehatan dan rezeki yg berkah... tolong dong om Dedy berikan panggung buat om Boneng... trimakasih sebelumnya om dedy
272,272,"Mantap perbincangan pak de Indro am Boneng , keikhlasan yg utama smoga sehat sllu🙏👍"
273,273,"Karena menjamurnya TV swasta  dan kemajuan medsos.
 sudah  barang tentu pengusaha gedung perfilman yg diperuntukan ekonomi kebawah kehilangan pasar, lalu kemana larinya ......kalau gak tutup dan putar haluan diperuntukan pertokohan dan moll.
Mereka juga hancur permasalahanya.
Jangankan gedung film, Taman Hiburan Rakyat jatimpun yg dulunya diadakan live sow kebudayaan jatim juga tutup.!!"
274,274,"iya semua gara2 mall, jotet(johar baru teater),mexonet dan senen yg dlu saya kunjungi kini musnah"
275,275,"Real legend comedy.
Terimakasih banyak atas hiburan di masa kecilku.
Semoga selalu diberikan kesehatan & bisa berkarya ❤❤❤❤❤❤"
276,276,Nah 2 legend ini Terkenal dg Prestasi nya....bukan dari Sensasi nya 👍👍👍👍👍👍👍
277,277,Legend
278,278,"MashaAllah..duo aktor legendaris         #OmIndroWarkopOmDidingBoneng,assalamualaikum.. salam sehat sejahtera slalu ya om ..terima kasih Sdh menghibur masa kecilku Sekarang umurku sdh 42 thn.. Alhamdulillah kt msh diberi umur panjang dan kesehatan.. aamiin ❤️❤️"
279,279,Dua pelawak kena tipu dua pelawak kena tipuuu.... (Yg dagang koran alm. Kasino)
280,280,"On Indrp msh ada sahabatnya, om Boneng. Sebuah sejarah hidup sang legenda"
281,281,Itu yang aku alami sebagai seniman🤲
282,282,Opa Diding MISS U OPAA
283,283,Orang seni itu jiwanya dalam.. saya suka dan bangga.. 👍
284,284,duo legends❤
285,285,Bang Boneng jadi banyak diem
286,286,ded gigi lu bakal copot kyk boneng nti pas seumur boneng.
287,287,Idolaaa
288,288,Living legend nih di tahun anak2 kelahiran 90 an pasti tahu  sehat sellu om Boneng dan Indro dan terimakasih buat bang Dedy udah undang 2 legend ini ❤❤❤❤
289,289,Hidup begitu mudah.
290,290,"Seniman  setaraf dg para ustad. Berangkatnya ikhlas , soal kemapanan ekonomi sediberinya Yang Maha Kuasa."
291,291,The real legends indonesia bertemu😎
292,292,"Alhamdulillah, masih pada sehat..."
293,293,Itulah sosok2 seniman sejati..karya di atas materi.
294,294,Om Didin Boneng dan Om Indro sehat sehat selalu
295,295,legends
296,296,"Eh, beneran masih idup 😂 . Saya bukan nyumpahin, saya bahagia 😊😊😊"
297,297,"Om Boneng dan Om Indro ...
Kalian Seniman Sejati ...
Kalian Selalu ada Di Hati"
298,298,"Alhamdulilah, Saya Pernah Bertemu Langsung di Gedung Juang, TAMBUN"
299,299,ni baru seniman sejati dan keharuman hingga saat ini. bukan kyk sekarang yg dipikirin materi dan gonta ganti pasangan dan sok pamer kekayaan yg pmtng cpt kaya
300,300,"makasih Om Indro, Om Diding Boneng & kawan2 seniman sudah menghibur masa kecil kami.. Sehat terus & murah rejeki buat Semua Seniman2 Indonesia.."
301,301,Masya Allah. Sehat terus ya om Indro dan om boneng.. Tidak ada flem warkop DKI yg  tak terlewatkan oleh saya. Semuanya saya nonton dan sampai sekarang masih saya nontong biar pun sudah saya lihat. Karena flemnya tdk pernah bosan dan selalu menghibur org2.. Setiap minggu sering saya nonton flem Warkop DKI lewat youtube. Terimakasih om telah menghibur masyarakat Indonesia dengan komedi2 kalian. Semoga sehat selalu ya om2 kita ini 🤲🙏
302,302,Sayang om boneng sedikit sekali diuliknya
303,303,"Alhamdulillah.
Semuga Beliau beliau selalu sehat"
304,304,Mereka dl pernah bikin sy ketawa smpe mules🤣🤣🤣 apalagi di bisa naik bisa turun gak bosen2 nonton ny smpe skg
305,305,saya suka banget kalo nonton warkop sama om boneng sangat menghibur ingt film warkop yang om boneng jadi penculik🤣
306,306,Sehat terus .....fans banget🥺🥺🥺🥺🤍🤍🤍🤍🤍
307,307,Klo inget om boneng Aku inget ONDe ONDe 😂😂 di film warkop
308,308,Alhamdulillah sehat sehat terus para seniman yang aku Idolakan ❤❤
309,309,"Ini popcast yang paling banyak inspiratif dan pelajaran mengenai hidup dari kedua legend indonesia. Kata yang paling gua demen ""kami  seniman nafasnya karya, selama masih bisa bernafas masih bisa berkarya"" Gileeeee duo seniman terbaik punya lika liku perjalanan hidup yang gak mudah tapi tidak pernah mengeluh dan terus berkarya. Sehat terus  Om Boneng dan Om Indro ❤"
310,310,"Bismillahirrahmanirrahim sehat sehat semuanya om ded ,pak de Indro , om boneng. Terima kasih untuk semuannya. Menemani masa masa kecilku dulu. Artis senior"
311,311,Trimakasih om diding dn om indro warkop serta almrh om dono om kasino yg sudh mnemani masa2 kcil sy sampe skrng sy udh punya ank masih suka film2 warkop.. trimakasih bnyk.. sehat sllu..
312,312,Very deeply insightsfull from both all the story of life. Successful for all.👍🙏
313,313,Dki warkop pasti ada om boneng terima kasih sudah menemani jaman masih kecil ..mereka legend
314,314,Nilai yg di berikan dri podcas ini sangat t inggi bhkan uang saja tdk cukup.. bintang tamu yg di datang kn  bukan org sembarangan.... Gua bilng luh jenius bgt .. dedy.... Ttp jd seperti ini .krna kmi butuh org2 seperti anda
315,315,"Dari sini kita lihat, kualitas dan kuantitas......gak usah bnyk debat kualitas tetap no 1, kualitas tidak kemakan jaman, kualitas tidak melihat waktu, dan tetap kualitas si baju merah😊"
316,316,Para seniman yg pura2 bodoh.😢
317,317,maksihhh buanyakk om boneng.. Sudh mengisi keceriaanku wktu kecilll......❤❤❤❤❤
318,318,"iy  masa kecilku dulu sekelas kecamatan aja ada dua bioskop,,sekarang malah gak ada,,"
319,319,"Masih ada, rumahnya di matraman dalem..."
320,320,Dulu om indro kalo ketemu mbah boneng selalu apes. disini malah akur
321,321,Pengen banget bayangin si dono ama kasino tua duduk di podcast ini 😢
322,322,Legend..
323,323,"Om boneng & om indro . Tiap lebaran, Dan tahun baru ,  Aku sekeluarga sering nungguin film warkop di tv . Film warkop adalah film favorite 😂😂. Terimakasih om boneng, om indro. 
Terimakasih juga buat ( almarhum om dono , om kasino ) semoga husnul khotimah"
324,324,Om boneng sdh tdk ada gigi bonengnya😂
325,325,Dan di tanggal 9 kemarin beliau meninggal semoga Khusnul khatimah
326,326,"Ih  iya ya Allah kirain udah meningguy mbah Boneng 😮😮, mudah2an di sehatkan dan di panjangken umurnya ya Mbah 😅"
327,327,Om Dedi om Indro om Boneng Didin sehat selalu semuanye 🤲
328,328,Pelatih satpam killer😂
329,329,Bintang tamu berkualitas seperti inilah yang kami butuhkan. 🔥 THX GBU 🙏
330,330,The real seniman itu paham situasi sekitar
331,331,"Teruslah berkarya kalian para seniman panutan kami, yg tak pernah padam karya2nya dari generasi jaman dulu, anak milenial hingga generasi sekarang. Sangat bijak sekali. Sehat2 trs ya om indro & om boneng. Gusti Allah mberkahi panjenengan sedaya... Amin  😊🙏"
332,332,"Alhmdulillah bgt,masih pda sehat Senior2 Warkop..🥹🥹lucuny itu om boneng pas jadi Polisi gdungan.😂😂smoga pda sehat selalu.dan di beri rezeky trus🤲🏻🤲🏻🤲🏻🙏🏻🙏🏻🙏🏻🤲🏻🤲🏻🤲🏻"
333,333,"Seru ni om dedi, Klo ngebahas warkop dkk, menurut sya sangat menarik, karna ga bosen sama film2 nya,. Walaupun film lama tapi yg paling sya suka ya warkop, dari kecil hingga sekarang masih tetap suka dgn filmnya dan masih suka nonton sampai sekarang.
Studio alam dekat rumah sya di depok."
334,334,"Thankyou mas dedsy, ini podcast yg mahal sekali🥰 mahal nilai2 yang diberikan oleh kedua legend ini❤ trimksih byk yah, sehat2 terus yah om indro dan om boneng, karya kalian abadi🎉🎉 mas deddy juga sehat2 yah, sukses trus🙏"
335,335,Indro kebanyakan ngomong😅😅
336,336,Coba kalau di film beneran om indro om dono om kasino semuanya takut ya sama om boneng 😂😂😂keren deh om boneng bisa bikin takut om indro dan kawan2😂😂😂. thankyou omdah membuat masa kecil kami terhibur😊😊😊
337,337,"Apakah om Indro sudah jadi satpam? ,😂😂 Pelatihnya sampai nyamperin ke sini😅"
338,338,Para legend nie Bosss....jadi kangen masa kecil....kl nntn WARKOP rame2 di rmh tetangga...😂😃😅
339,339,idola
340,340,Sehat selalu bang indro bang didin legend dagelan indonesia bravo bang dedi
341,341,Apa yang sedang Anda pikirkan?
342,342,"Walau pun om Boneng gak banyak omong karena lebih dominan om Indro tapi di situ om Boneng kalo bicara selalu ada kesan ,makna dan jawaban tersendiri .emang keren"
343,343,"Maasya Allah... Alhamdulillah om Boneng masih sehat walafiat. Beliau tetangga orang tua sy di Matraman, kampung halaman sy. Sdh lama nggak liat kl lagi main ke Matraman. Semoga om Boneng dan keluarga dalam keadaan sehat walafiat dan selalu dalam lindungan Allah subhanallahu wa ta'alla 🙏"
344,344,. sehat selalu om indro & om boneng
345,345,"Trims pencerahannya om boneng danom indro serta om dedy .
Jika seniman masuk politik mungkin  dah ga laku kali , dan setelah masuk dipolitik bisa membawa aspirasi rakyat serta membawa keberuntungan  rekan2 seniman yg ada dengan memperjuangkan hak dari segala hak yg dia ciptakan dengan adanya undang2 yg baku ."
346,346,"sehat selalu om INDRO  .😊😊😊
https://youtube.com/shorts/dRDLP4IMESQ?si=dX1qEWG-xf3s0mN1"
347,347,"Saya seorg prajurit,sgt  terhibur sampai saat ini oleh film2 warkop tdk prnh bosan2 menonton film2 y,sehat sllu om boneng om indro"
348,348,Mengingatkan masa lalu yg begitu indah disaat nonton dan liat filmnya pasti tertawa  terus semoga dua org seniman legendaris ini selalu diberikan kesehatan dan umur yg panjang amin...utk mas Dedi sehat selalu dan tambah sukses amin..
349,349,Fans masa kecil 80an niih
350,350,Salam sehat om Indro...
351,351,Nih raja sulap 😂
352,352,"Dulu pernah ketemu sama om boneng di TMIIM, beliau nongkrong sambil ngopi disitu sambil Bicara tentang seni, memang living legend di dunia seni Indonesia beliau. Salam hormat om boneng 🫡"
353,353,"Anjrit gw ngerasain lagi babe gw jajan pos kota ama lamer, saking iseng nya kasian ama yang dagang koran pinggir jalan."
354,354,Kata kata legend yg terngiang di benakku dari Abah Boneng yaitu: Eeeh ketemu lagi..😅
355,355,"seniman 
kepunyaan Indonesia"
356,356,Film2 sekarang bikin mancing ketegangan bikin. Emosi  bikin sedihh. Happy cuma dikit..lain sama  om Indro  om Boneng dan alm Kasino dan alm Dono full.ngakakk jd itulah film hiburan  bener2 menghibur
357,357,Tinggggg. Pamer gigi berkilau bikin ngakak. Sangat terhibur jaman itu..dan bukan cm terhibur tp bikin ngakak lepas semua beban fikiran sekolah..yg ada ya ketawa dan ketawa
358,358,Dono Kasino Indro...film belum mulai baru liat potongan film d awal liat wajah Dono Kasino Indro dah heboh dulu ..sorak ramai dlm bioskop. Kangen momen momen sprt itu
359,359,Mksh buat semua pelawak senior yg dulu buat kt tertawa terpingkal2 dn sehat trus buat maa indro sm mas boneng sukses trus teater indonesia
360,360,Legend .... Sehat selalu Om om ku....
361,361,"Satpam legend, wkwkwkwk"
362,362,Mau nanya ya pade Indro sekrng masih hidup / udh meninggal .aku GK tau kabarnya !?
363,363,"Ini potret om Dedi di masa depan, tuanya kek gitu"
364,364,Ngebahas soal koran udah di peranin sama om kasino ada satu potongan filmnya yang ngebohongongin publik jual koran di lampu merah 😂😂
365,365,om boneng harus maen Film lagi nih....😁 kagak ada matinye
366,366,"Seniman sejati ...gak butuh uang ...
Seniman sejati ...Butuh tepuk tangan.
❤❤❤👍"
367,367,Ini om boneng udah pensi jadi pelatih militer?😂
368,368,"Isi nya ilmu semua , sehat terus kalian Bertiga 👍👍👍👍"
369,369,Satu Ayat yg saya petik dari kata2  Mas INDRO :: Hidup lah dgn Iklas ❤❤❤ pelajaran trbaik utk saya
370,370,Enak nya nonton warkop ada om boneng nya😂❤
371,371,"Alhamdulillah sehat semua.... jaman dulu 90an hiburannya kami anak muda jaman itu ya dari beliau2 ini.. disamping juga ada sandiwara radio seperti Saur Sepuh, Tutur Tinular, dan lain2....
Alhamdulillah juga kmrn akhir tahun lalu disempatkan bertemu, berjabat tangan dgn om Indro Warkop ini."
372,372,Legend ini mah.❤
373,373,jadi ingat  Satpam Laker
374,374,Matimatika manusia beda sama matikan tuhan ..ini yang saya tangkap dari seorang seniman
375,375,"Betul om Indro dan om Boneng aku ada di usia itu. Dan aku pernah kerja di dua Bioskop dan sering nonton di TIM ....ada ace cream Venunsuela dan rest makanan Manado
Dan aku pernah punya pacar tukang endit😅😅😅"
376,376,"Duh..lepas kangen om indro sama om boneng...klo anak 80 an,90 an,sampai 2000 an pasti tau lah y...tpi 2000 belasan mungkin kurang tau,tau nya om indro aja y,soalnya pada main  game online sich anak zaman sekarang,terbalik sekarang y..tv yg nonton mereka main game lagi...😜😜😜"
377,377,"yang di bahas adalah bagaimana seniman sejati tetap bertahan hidup.
namun nasib berbeda beda.
namun sesama seniman sejati mereka paham satu sama lain."
378,378,"gilee legend, obrolan nya penuh seni dan menyenangkan .. mantaaap sangaatt .. makasih om dedd dan tim dah undang mereka."
379,379,"Sehat terus pakde boneng .,om indro keinget masa kecil. Lihat podcast om ded"
380,380,"Walaupun saya bukan anak 80an tapi saya memang merasa terhibur dengan semua film film om Indro dan kawan kawan, terima kasih om Indro dan om Boneng buat kalian yg masih ada dan yg masih sehat skrg,buat beliau beliau yg sudah berbahagia di samping tuhan yg maha esa terima kasih juga buat om Dono dan om kasino🥺kalian sangat menghibur kami di saat kami sedih atau kami ada masalah,kami selalu bisa mengembalikan mood kami dengan cara menonton film film kalian,dari SD dulu hingga sekarang,buat om Indro dan om Boneng sehat sehat terus ya semoga panjang umur,amin ya tuhan 🙏🏻🙏🏻"
381,381,"Ketika aku denger om indro bilang nafas kami adalah seni kok tiba tiba mata ku berlinang ya, panjang umur legenda komedi Indonesia om Boneng dan om I dro pajang umur sehat selalu 🥺."
382,382,Konsep bersyukur yg baik...❤❤
383,383,Merinding bgt ucapan Nya motovasi bgt bwt sya
384,384,"""Waktu yang begitu cepat meninggalkan masa lalu.""
Thanks, sudah menghibur masa kecil saya. 😢😢"
385,385,Ga bosen2 nonton ini
386,386,band2 dahulu i sampai S ikut2n jg masuk mengisi brrti sudh bukn lagi seniman tuh.. lebih ke cuan bosss..
387,387,"dari kedua orang ini gw bisa liat karakter seniman klasik sekaligus stereotype seniman di masa lampau. memang banyak hal yang gak harus diikuti, terutama di bagian kepasrahannya/pengharapan pada sesuatu yang tidak ada."
388,388,"Serial tvri rumah masa depan th 80an paforit saya, ternyata karyanya om Boneng..., Smoga Alloh  slalu melimphkan  kesehatan , kemudahan utk beliau"
389,389,Satpam laker
390,390,Semoga sehat selalu om Boneng dan om Indro...
391,391,Semoga sehat selalu semuanya
392,392,"Masih ingat om boneng jd dokter palsu,,pelatih satpam plsu,, 😂😂😂😂 sehat sllu om boneng"
393,393,Ya allah ternyata beliau masih sehat lama enggak kelihatan ditv sehat selalu pak boneng  saya sangat suka melihat kelucuanya selalu menghibur😊
394,394,"Terima kasih banyak buat om Indro dan Mbah Boneng
Yang sudah menghibur saya waktu kecil sampai saat ini kalau ngeliat film om Indro waktu personil warkop DKI masih lengkap sampai sekarang hanya tersisa om Indro seorang saya masih terus terhibur begitu juga dengan karya Mbah Boneng saya terhibur dengan akting/peran yang Mbah Boneng bawa kan
Dan buat om Indro dan Mbah Boneng semoga sehat selalu di berikan umur panjang oleh Allah SWT
Aamiin
Buat om Deddy Corbuzier juga sehat selalu,panjang umur dan sukses selalu"
395,395,Sehat terus pa boneng😊
396,396,"Untuk pembahasan di menit 37:53 ini tuh susah di jelaskan emang, di mana om ded bertanya dengan sudut pandang dan keadaan finansial yg sudah sangat matang...jd akan susah untuk di logikain ketika org yg sudah di posisi itu untuk mendiskripsikan bagaimana org lain yg jika di ukur dari porsi finansial tidak sematang dia tp bisa menjalani hidup. Dan itu sebenernya udah di jawab sama om indro di menit"" sebelumnya. Tp emang salut sih sama para seniman"" senior ini, mereka emang udah ga membatasi ruang berkarya mereka dengan timbal balik atau nominal...walaupun emang bener juga apa yg di pikir om ded dalam hal ini, semua butuh materi untuk menjalani hidup. But balik lagi, di situ om boneng sudah menggambarkan di mana intinya beliau tidak pernah berhenti berkarya...jd kekhawatiran soal gimana dan dari mana pendapatan itu datang bisa terjawab, meskipun ga gede yg di dapet...selama ga berdiam diri dan terus berupaya dalam hal ini om boneng sebagai seniman tetep terus berkarya di media apapun pasti ada hasil. Sungkem🙇🙇"
